Year,Month,Day,Discharge (ft3/s)
2009,11,13,479
2009,11,14,459
2009,11,15,445
2009,11,16,426
2009,11,17,406
2009,11,18,387
2009,11,19,391
2009,11,20,1120
2009,11,21,1120
2009,11,22,791
2009,11,23,659
2009,11,24,631
2009,11,25,757
2009,11,26,787
2009,11,27,773
2009,11,28,936
2009,11,29,1000
2009,11,30,1030
2009,12,1,1180
2009,12,2,1030
2009,12,3,1970
2009,12,4,2500
2009,12,5,1630
2009,12,6,1330
2009,12,7,1150
2009,12,8,1090
2009,12,9,1590
2009,12,10,3680
2009,12,11,1850
2009,12,12,1570
2009,12,13,1420
2009,12,14,1880
2009,12,15,2820
2009,12,16,2860
2009,12,17,1920
2009,12,18,1500
2009,12,19,1350
2009,12,20,1300
2009,12,21,1250
2009,12,22,1160
2009,12,23,950
2009,12,24,920
2009,12,25,996
2009,12,26,3690
2009,12,27,6070
2009,12,28,3140
2009,12,29,2130
2009,12,30,1800
2009,12,31,1700
2010,1,1,1560
2010,1,2,1390
2010,1,3,1050
2010,1,4,880
2010,1,5,750
2010,1,6,650
2010,1,7,600
2010,1,8,550
2010,1,9,500
2010,1,10,500
2010,1,11,470
2010,1,12,460
2010,1,13,450
2010,1,14,450
2010,1,15,470
2010,1,16,480
2010,1,17,490
2010,1,18,600
2010,1,19,2000
2010,1,20,1490
2010,1,21,1050
2010,1,22,900
2010,1,23,850
2010,1,24,824
2010,1,25,14400
2010,1,26,14300
2010,1,27,4380
2010,1,28,2600
2010,1,29,2000
2010,1,30,1800
2010,1,31,1450
2010,2,1,1400
2010,2,2,1290
2010,2,3,1190
2010,2,4,1070
2010,2,5,994
2010,2,6,949
2010,2,7,800
2010,2,8,530
2010,2,9,515
2010,2,10,500
2010,2,11,495
2010,2,12,490
2010,2,13,485
2010,2,14,480
2010,2,15,470
2010,2,16,450
2010,2,17,440
2010,2,18,461
2010,2,19,456
2010,2,20,410
2010,2,21,424
2010,2,22,413
2010,2,23,421
2010,2,24,409
2010,2,25,405
2010,2,26,377
2010,2,27,399
2010,2,28,439
2010,3,1,413
2010,3,2,398
2010,3,3,391
2010,3,4,388
2010,3,5,387
2010,3,6,380
2010,3,7,397
2010,3,8,466
2010,3,9,783
2010,3,10,1400
2010,3,11,2190
2010,3,12,8180
2010,3,13,9640
2010,3,14,10700
2010,3,15,7600
2010,3,16,5060
2010,3,17,4020
2010,3,18,3550
2010,3,19,2980
2010,3,20,2310
2010,3,21,1880
2010,3,22,1690
2010,3,23,6460
2010,3,24,5370
2010,3,25,3390
2010,3,26,3860
2010,3,27,2430
2010,3,28,1980
2010,3,29,2310
2010,3,30,1820
2010,3,31,1580
2010,4,1,1350
2010,4,2,1210
2010,4,3,1100
2010,4,4,984
2010,4,5,885
2010,4,6,874
2010,4,7,1000
2010,4,8,877
2010,4,9,887
2010,4,10,856
2010,4,11,748
2010,4,12,668
2010,4,13,607
2010,4,14,562
2010,4,15,532
2010,4,16,525
2010,4,17,669
2010,4,18,659
2010,4,19,626
2010,4,20,552
2010,4,21,499
2010,4,22,460
2010,4,23,428
2010,4,24,411
2010,4,25,422
2010,4,26,887
2010,4,27,2300
2010,4,28,1360
2010,4,29,995
2010,4,30,830
2010,5,1,732
2010,5,2,667
2010,5,3,655
2010,5,4,789
2010,5,5,593
2010,5,6,1280
2010,5,7,1200
2010,5,8,1140
2010,5,9,1430
2010,5,10,1060
2010,5,11,825
2010,5,12,4800
2010,5,13,2750
2010,5,14,2380
2010,5,15,2190
2010,5,16,1520
2010,5,17,1290
2010,5,18,1180
2010,5,19,1650
2010,5,20,1300
2010,5,21,995
2010,5,22,781
2010,5,23,699
2010,5,24,644
2010,5,25,568
2010,5,26,515
2010,5,27,473
2010,5,28,485
2010,5,29,448
2010,5,30,392
2010,5,31,363
2010,6,1,353
2010,6,2,382
2010,6,3,573
2010,6,4,541
2010,6,5,573
2010,6,6,4680
2010,6,7,3190
2010,6,8,1260
2010,6,9,887
2010,6,10,1360
2010,6,11,993
2010,6,12,778
2010,6,13,776
2010,6,14,823
2010,6,15,679
2010,6,16,555
2010,6,17,812
2010,6,18,579
2010,6,19,464
2010,6,20,463
2010,6,21,456
2010,6,22,373
2010,6,23,373
2010,6,24,423
2010,6,25,358
2010,6,26,319
2010,6,27,298
2010,6,28,1070
2010,6,29,1370
2010,6,30,660
2010,7,1,456
2010,7,2,378
2010,7,3,327
2010,7,4,294
2010,7,5,268
2010,7,6,249
2010,7,7,232
2010,7,8,215
2010,7,9,505
2010,7,10,1690
2010,7,11,629
2010,7,12,384
2010,7,13,378
2010,7,14,650
2010,7,15,336
2010,7,16,351
2010,7,17,292
2010,7,18,256
2010,7,19,248
2010,7,20,243
2010,7,21,253
2010,7,22,238
2010,7,23,284
2010,7,24,413
2010,7,25,2030
2010,7,26,2060
2010,7,27,798
2010,7,28,564
2010,7,29,1240
2010,7,30,764
2010,7,31,476
2010,8,1,388
2010,8,2,374
2010,8,3,366
2010,8,4,313
2010,8,5,330
2010,8,6,333
2010,8,7,285
2010,8,8,249
2010,8,9,229
2010,8,10,227
2010,8,11,247
2010,8,12,222
2010,8,13,201
2010,8,14,189
2010,8,15,188
2010,8,16,211
2010,8,17,210
2010,8,18,193
2010,8,19,178
2010,8,20,173
2010,8,21,169
2010,8,22,2260
2010,8,23,1570
2010,8,24,885
2010,8,25,602
2010,8,26,442
2010,8,27,356
2010,8,28,298
2010,8,29,262
2010,8,30,235
2010,8,31,215
2010,9,1,199
2010,9,2,191
2010,9,3,181
2010,9,4,230
2010,9,5,207
2010,9,6,174
2010,9,7,172
2010,9,8,318
2010,9,9,238
2010,9,10,214
2010,9,11,193
2010,9,12,233
2010,9,13,235
2010,9,14,199
2010,9,15,178
2010,9,16,191
2010,9,17,1520
2010,9,18,463
2010,9,19,315
2010,9,20,254
2010,9,21,221
2010,9,22,205
2010,9,23,200
2010,9,24,190
2010,9,25,176
2010,9,26,166
2010,9,27,168
2010,9,28,300
2010,9,29,254
2010,9,30,1870
2010,10,1,5470
2010,10,2,1750
2010,10,3,990
2010,10,4,871
2010,10,5,2430
2010,10,6,6100
2010,10,7,6910
2010,10,8,3140
2010,10,9,1790
2010,10,10,1410
2010,10,11,1110
2010,10,12,1100
2010,10,13,1050
2010,10,14,777
2010,10,15,802
2010,10,16,1090
2010,10,17,1230
2010,10,18,1110
2010,10,19,1050
2010,10,20,1010
2010,10,21,1010
2010,10,22,1140
2010,10,23,1120
2010,10,24,1110
2010,10,25,1060
2010,10,26,1480
2010,10,27,2780
2010,10,28,2010
2010,10,29,1620
2010,10,30,1520
2010,10,31,1350
2010,11,1,1230
2010,11,2,1120
2010,11,3,1050
2010,11,4,898
2010,11,5,622
2010,11,6,745
2010,11,7,657
2010,11,8,577
2010,11,9,535
2010,11,10,503
2010,11,11,470
2010,11,12,439
2010,11,13,417
2010,11,14,407
2010,11,15,421
2010,11,16,459
2010,11,17,3360
2010,11,18,2900
2010,11,19,1960
2010,11,20,1520
2010,11,21,1220
2010,11,22,1240
2010,11,23,2980
2010,11,24,1970
2010,11,25,1450
2010,11,26,2280
2010,11,27,1990
2010,11,28,1510
2010,11,29,1260
2010,11,30,1250
2010,12,1,21500
2010,12,2,17600
2010,12,3,5780
2010,12,4,4410
2010,12,5,3410
2010,12,6,2510
2010,12,7,2150
2010,12,8,1880
2010,12,9,1670
2010,12,10,1550
2010,12,11,1560
2010,12,12,1610
2010,12,13,3250
2010,12,14,1800
2010,12,15,1500
2010,12,16,1400
2010,12,17,1300
2010,12,18,1200
2010,12,19,1100
2010,12,20,1000
2010,12,21,900
2010,12,22,800
2010,12,23,725
2010,12,24,689
2010,12,25,650
2010,12,26,600
2010,12,27,550
2010,12,28,520
2010,12,29,500
2010,12,30,550
2010,12,31,658
2011,1,1,2210
2011,1,2,4360
2011,1,3,1850
2011,1,4,1290
2011,1,5,1080
2011,1,6,770
2011,1,7,750
2011,1,8,730
2011,1,9,700
2011,1,10,680
2011,1,11,670
2011,1,12,650
2011,1,13,640
2011,1,14,650
2011,1,15,670
2011,1,16,680
2011,1,17,620
2011,1,18,650
2011,1,19,640
2011,1,20,620
2011,1,21,600
2011,1,22,560
2011,1,23,530
2011,1,24,500
2011,1,25,540
2011,1,26,585
2011,1,27,581
2011,1,28,554
2011,1,29,553
2011,1,30,540
2011,1,31,540
2011,2,1,550
2011,2,2,580
2011,2,3,580
2011,2,4,600
2011,2,5,630
2011,2,6,630
2011,2,7,640
2011,2,8,630
2011,2,9,620
2011,2,10,600
2011,2,11,600
2011,2,12,610
2011,2,13,640
2011,2,14,700
2011,2,15,700
2011,2,16,730
2011,2,17,770
2011,2,18,4870
2011,2,19,8280
2011,2,20,3690
2011,2,21,2430
2011,2,22,1730
2011,2,23,1460
2011,2,24,1650
2011,2,25,1580
2011,2,26,1450
2011,2,27,1450
2011,2,28,7480
2011,3,1,10300
2011,3,2,4860
2011,3,3,2910
2011,3,4,2430
2011,3,5,2770
2011,3,6,16100
2011,3,7,9140
2011,3,8,5210
2011,3,9,3430
2011,3,10,5550
2011,3,11,13700
2011,3,12,7530
2011,3,13,5680
2011,3,14,3590
2011,3,15,2760
2011,3,16,3790
2011,3,17,4920
2011,3,18,8880
2011,3,19,7830
2011,3,20,4190
2011,3,21,7220
2011,3,22,6060
2011,3,23,4120
2011,3,24,3470
2011,3,25,2810
2011,3,26,2130
2011,3,27,1890
2011,3,28,1710
2011,3,29,1600
2011,3,30,1670
2011,3,31,1990
2011,4,1,1860
2011,4,2,1980
2011,4,3,2490
2011,4,4,7400
2011,4,5,14600
2011,4,6,6640
2011,4,7,5640
2011,4,8,5100
2011,4,9,3500
2011,4,10,2780
2011,4,11,2490
2011,4,12,2330
2011,4,13,4130
2011,4,14,3920
2011,4,15,2450
2011,4,16,2390
2011,4,17,4910
2011,4,18,3100
2011,4,19,2700
2011,4,20,7610
2011,4,21,4780
2011,4,22,2980
2011,4,23,8800
2011,4,24,6710
2011,4,25,4930
2011,4,26,7270
2011,4,27,8830
2011,4,28,8980
2011,4,29,4780
2011,4,30,3390
2011,5,1,2520
2011,5,2,2580
2011,5,3,8890
2011,5,4,10900
2011,5,5,4880
2011,5,6,3300
2011,5,7,2630
2011,5,8,2270
2011,5,9,1770
2011,5,10,1500
2011,5,11,1320
2011,5,12,1170
2011,5,13,1210
2011,5,14,6580
2011,5,15,5350
2011,5,16,9430
2011,5,17,3930
2011,5,18,3010
2011,5,19,4750
2011,5,20,5180
2011,5,21,3530
2011,5,22,2580
2011,5,23,2160
2011,5,24,9480
2011,5,25,4200
2011,5,26,4020
2011,5,27,3130
2011,5,28,5940
2011,5,29,2480
2011,5,30,5660
2011,5,31,3730
2011,6,1,2090
2011,6,2,1600
2011,6,3,1310
2011,6,4,1180
2011,6,5,1240
2011,6,6,1000
2011,6,7,857
2011,6,8,830
2011,6,9,697
2011,6,10,611
2011,6,11,565
2011,6,12,663
2011,6,13,658
2011,6,14,523
2011,6,15,475
2011,6,16,441
2011,6,17,471
2011,6,18,439
2011,6,19,388
2011,6,20,357
2011,6,21,358
2011,6,22,1220
2011,6,23,1180
2011,6,24,1190
2011,6,25,1100
2011,6,26,899
2011,6,27,662
2011,6,28,499
2011,6,29,520
2011,6,30,402
2011,7,1,337
2011,7,2,298
2011,7,3,278
2011,7,4,258
2011,7,5,240
2011,7,6,226
2011,7,7,215
2011,7,8,211
2011,7,9,205
2011,7,10,199
2011,7,11,192
2011,7,12,215
2011,7,13,203
2011,7,14,176
2011,7,15,165
2011,7,16,157
2011,7,17,152
2011,7,18,146
2011,7,19,139
2011,7,20,132
2011,7,21,127
2011,7,22,122
2011,7,23,121
2011,7,24,122
2011,7,25,131
2011,7,26,140
2011,7,27,121
2011,7,28,125
2011,7,29,132
2011,7,30,149
2011,7,31,146
2011,8,1,155
2011,8,2,141
2011,8,3,152
2011,8,4,166
2011,8,5,145
2011,8,6,146
2011,8,7,175
2011,8,8,182
2011,8,9,185
2011,8,10,262
2011,8,11,214
2011,8,12,175
2011,8,13,153
2011,8,14,1120
2011,8,15,1120
2011,8,16,412
2011,8,17,270
2011,8,18,206
2011,8,19,215
2011,8,20,227
2011,8,21,217
2011,8,22,244
2011,8,23,204
2011,8,24,176
2011,8,25,556
2011,8,26,612
2011,8,27,312
2011,8,28,234
2011,8,29,199
2011,8,30,176
2011,8,31,160
2011,9,1,152
2011,9,2,148
2011,9,3,142
2011,9,4,141
2011,9,5,167
2011,9,6,226
2011,9,7,343
2011,9,8,314
2011,9,9,370
2011,9,10,276
2011,9,11,259
2011,9,12,276
2011,9,13,228
2011,9,14,198
2011,9,15,216
2011,9,16,239
2011,9,17,216
2011,9,18,190
2011,9,19,173
2011,9,20,168
2011,9,21,162
2011,9,22,160
2011,9,23,157
2011,9,24,162
2011,9,25,167
2011,9,26,192
2011,9,27,195
2011,9,28,229
2011,9,29,1450
2011,9,30,1150
2011,10,1,735
2011,10,2,783
2011,10,3,1720
2011,10,4,1480
2011,10,5,959
2011,10,6,726
2011,10,7,580
2011,10,8,485
2011,10,9,420
2011,10,10,371
2011,10,11,337
2011,10,12,328
2011,10,13,395
2011,10,14,452
2011,10,15,1290
2011,10,16,1970
2011,10,17,1960
2011,10,18,1690
2011,10,19,1800
2011,10,20,4360
2011,10,21,3520
2011,10,22,2510
2011,10,23,2040
2011,10,24,1750
2011,10,25,1720
2011,10,26,2670
2011,10,27,4010
2011,10,28,3930
2011,10,29,2490
2011,10,30,1920
2011,10,31,1630
2011,11,1,1400
2011,11,2,981
2011,11,3,865
2011,11,4,784
2011,11,5,709
2011,11,6,642
2011,11,7,595
2011,11,8,554
2011,11,9,520
2011,11,10,494
2011,11,11,484
2011,11,12,496
2011,11,13,496
2011,11,14,922
2011,11,15,5930
2011,11,16,2310
2011,11,17,1500
2011,11,18,1260
2011,11,19,1130
2011,11,20,1100
2011,11,21,969
2011,11,22,883
2011,11,23,5420
2011,11,24,4020
2011,11,25,2110
2011,11,26,1630
2011,11,27,1390
2011,11,28,2440
2011,11,29,2510
2011,11,30,2750
2011,12,1,1990
2011,12,2,1520
2011,12,3,1320
2011,12,4,1170
2011,12,5,1180
2011,12,6,2610
2011,12,7,2310
2011,12,8,1790
2011,12,9,1530
2011,12,10,1410
2011,12,11,1270
2011,12,12,1140
2011,12,13,1060
2011,12,14,1050
2011,12,15,1380
2011,12,16,2330
2011,12,17,1650
2011,12,18,1310
2011,12,19,1220
2011,12,20,1320
2011,12,21,1790
2011,12,22,4860
2011,12,23,5300
2011,12,24,3800
2011,12,25,2470
2011,12,26,2200
2011,12,27,1980
2011,12,28,3580
2011,12,29,2350
2011,12,30,1760
2011,12,31,1950
2012,1,1,2120
2012,1,2,2700
2012,1,3,1890
2012,1,4,1300
2012,1,5,1400
2012,1,6,1300
2012,1,7,1580
2012,1,8,1530
2012,1,9,1180
2012,1,10,1070
2012,1,11,990
2012,1,12,2120
2012,1,13,2580
2012,1,14,1780
2012,1,15,1300
2012,1,16,1000
2012,1,17,2610
2012,1,18,6630
2012,1,19,2450
2012,1,20,1800
2012,1,21,1700
2012,1,22,1700
2012,1,23,1740
2012,1,24,2990
2012,1,25,2160
2012,1,26,1760
2012,1,27,6260
2012,1,28,5340
2012,1,29,2960
2012,1,30,2460
2012,1,31,2230
2012,2,1,3920
2012,2,2,3200
2012,2,3,2010
2012,2,4,1680
2012,2,5,1500
2012,2,6,1330
2012,2,7,1250
2012,2,8,1100
2012,2,9,980
2012,2,10,920
2012,2,11,887
2012,2,12,798
2012,2,13,820
2012,2,14,840
2012,2,15,795
2012,2,16,802
2012,2,17,940
2012,2,18,860
2012,2,19,790
2012,2,20,697
2012,2,21,633
2012,2,22,672
2012,2,23,907
2012,2,24,1080
2012,2,25,1630
2012,2,26,1140
2012,2,27,982
2012,2,28,1100
2012,2,29,1030
2012,3,1,2400
2012,3,2,3230
2012,3,3,4380
2012,3,4,2990
2012,3,5,1970
2012,3,6,1530
2012,3,7,1420
2012,3,8,2010
2012,3,9,3870
2012,3,10,2270
2012,3,11,1840
2012,3,12,1620
2012,3,13,1610
2012,3,14,1480
2012,3,15,1280
2012,3,16,1400
2012,3,17,1400
2012,3,18,1170
2012,3,19,1380
2012,3,20,2740
2012,3,21,1800
2012,3,22,1380
2012,3,23,1170
2012,3,24,1090
2012,3,25,1230
2012,3,26,1150
2012,3,27,963
2012,3,28,860
2012,3,29,843
2012,3,30,800
2012,3,31,807
2012,4,1,829
2012,4,2,1070
2012,4,3,897
2012,4,4,764
2012,4,5,683
2012,4,6,629
2012,4,7,585
2012,4,8,548
2012,4,9,519
2012,4,10,493
2012,4,11,479
2012,4,12,518
2012,4,13,525
2012,4,14,476
2012,4,15,464
2012,4,16,511
2012,4,17,480
2012,4,18,428
2012,4,19,404
2012,4,20,391
2012,4,21,404
2012,4,22,686
2012,4,23,1080
2012,4,24,2200
2012,4,25,4170
2012,4,26,5190
2012,4,27,4450
2012,4,28,2310
2012,4,29,1690
2012,4,30,1370
2012,5,1,1460
2012,5,2,1360
2012,5,3,1530
2012,5,4,2130
2012,5,5,1930
2012,5,6,1240
2012,5,7,969
2012,5,8,1310
2012,5,9,2240
2012,5,10,1460
2012,5,11,1160
2012,5,12,912
2012,5,13,792
2012,5,14,712
2012,5,15,674
2012,5,16,618
2012,5,17,555
2012,5,18,501
2012,5,19,439
2012,5,20,404
2012,5,21,374
2012,5,22,378
2012,5,23,713
2012,5,24,557
2012,5,25,444
2012,5,26,388
2012,5,27,351
2012,5,28,328
2012,5,29,340
2012,5,30,412
2012,5,31,386
2012,6,1,323
2012,6,2,689
2012,6,3,848
2012,6,4,1280
2012,6,5,1010
2012,6,6,722
2012,6,7,595
2012,6,8,581
2012,6,9,472
2012,6,10,422
2012,6,11,381
2012,6,12,474
2012,6,13,2190
2012,6,14,1040
2012,6,15,661
2012,6,16,524
2012,6,17,446
2012,6,18,451
2012,6,19,416
2012,6,20,376
2012,6,21,326
2012,6,22,294
2012,6,23,314
2012,6,24,311
2012,6,25,285
2012,6,26,256
2012,6,27,245
2012,6,28,225
2012,6,29,209
2012,6,30,194
2012,7,1,183
2012,7,2,171
2012,7,3,163
2012,7,4,164
2012,7,5,155
2012,7,6,146
2012,7,7,145
2012,7,8,148
2012,7,9,143
2012,7,10,137
2012,7,11,122
2012,7,12,116
2012,7,13,115
2012,7,14,123
2012,7,15,126
2012,7,16,139
2012,7,17,174
2012,7,18,150
2012,7,19,127
2012,7,20,125
2012,7,21,170
2012,7,22,206
2012,7,23,175
2012,7,24,158
2012,7,25,133
2012,7,26,125
2012,7,27,153
2012,7,28,339
2012,7,29,346
2012,7,30,227
2012,7,31,173
2012,8,1,266
2012,8,2,308
2012,8,3,219
2012,8,4,175
2012,8,5,173
2012,8,6,233
2012,8,7,162
2012,8,8,145
2012,8,9,140
2012,8,10,344
2012,8,11,478
2012,8,12,355
2012,8,13,265
2012,8,14,218
2012,8,15,213
2012,8,16,250
2012,8,17,221
2012,8,18,187
2012,8,19,163
2012,8,20,151
2012,8,21,145
2012,8,22,139
2012,8,23,128
2012,8,24,119
2012,8,25,111
2012,8,26,106
2012,8,27,103
2012,8,28,108
2012,8,29,135
2012,8,30,147
2012,8,31,123
2012,9,1,107
2012,9,2,99.4
2012,9,3,95.8
2012,9,4,120
2012,9,5,540
2012,9,6,277
2012,9,7,198
2012,9,8,164
2012,9,9,161
2012,9,10,161
2012,9,11,154
2012,9,12,138
2012,9,13,125
2012,9,14,122
2012,9,15,124
2012,9,16,120
2012,9,17,113
2012,9,18,138
2012,9,19,359
2012,9,20,295
2012,9,21,211
2012,9,22,205
2012,9,23,202
2012,9,24,184
2012,9,25,160
2012,9,26,147
2012,9,27,150
2012,9,28,146
2012,9,29,142
2012,9,30,140
2012,10,1,144
2012,10,2,145
2012,10,3,144
2012,10,4,140
2012,10,5,120
2012,10,6,129
2012,10,7,146
2012,10,8,153
2012,10,9,147
2012,10,10,136
2012,10,11,132
2012,10,12,150
2012,10,13,157
2012,10,14,186
2012,10,15,271
2012,10,16,268
2012,10,17,364
2012,10,18,336
2012,10,19,348
2012,10,20,403
2012,10,21,403
2012,10,22,368
2012,10,23,450
2012,10,24,1430
2012,10,25,1360
2012,10,26,1030
2012,10,27,909
2012,10,28,906
2012,10,29,2000
2012,10,30,15400
2012,10,31,6410
2012,11,1,3590
2012,11,2,2930
2012,11,3,2520
2012,11,4,2030
2012,11,5,1770
2012,11,6,1580
2012,11,7,1430
2012,11,8,1180
2012,11,9,655
2012,11,10,583
2012,11,11,542
2012,11,12,505
2012,11,13,669
2012,11,14,798
2012,11,15,654
2012,11,16,576
2012,11,17,525
2012,11,18,478
2012,11,19,440
2012,11,20,417
2012,11,21,408
2012,11,22,390
2012,11,23,374
2012,11,24,366
2012,11,25,365
2012,11,26,356
2012,11,27,350
2012,11,28,341
2012,11,29,338
2012,11,30,338
2012,12,1,336
2012,12,2,363
2012,12,3,643
2012,12,4,668
2012,12,5,4050
2012,12,6,1960
2012,12,7,1290
2012,12,8,1520
2012,12,9,1560
2012,12,10,2690
2012,12,11,4280
2012,12,12,2190
2012,12,13,1530
2012,12,14,1230
2012,12,15,1070
2012,12,16,976
2012,12,17,1280
2012,12,18,4870
2012,12,19,5250
2012,12,20,2840
2012,12,21,3420
2012,12,22,3030
2012,12,23,2190
2012,12,24,1830
2012,12,25,1630
2012,12,26,1290
2012,12,27,1040
2012,12,28,1000
2012,12,29,980
2012,12,30,980
2012,12,31,960
2013,1,1,960
2013,1,2,940
2013,1,3,940
2013,1,4,936
2013,1,5,907
2013,1,6,902
2013,1,7,907
2013,1,8,820
2013,1,9,800
2013,1,10,990
2013,1,11,1070
2013,1,12,3820
2013,1,13,8360
2013,1,14,7750
2013,1,15,4640
2013,1,16,3390
2013,1,17,2700
2013,1,18,2130
2013,1,19,1800
2013,1,20,1790
2013,1,21,1510
2013,1,22,1250
2013,1,23,900
2013,1,24,580
2013,1,25,500
2013,1,26,500
2013,1,27,480
2013,1,28,480
2013,1,29,1000
2013,1,30,7600
2013,1,31,10900
2013,2,1,5960
2013,2,2,3400
2013,2,3,2200
2013,2,4,1700
2013,2,5,1680
2013,2,6,1630
2013,2,7,1350
2013,2,8,1300
2013,2,9,1310
2013,2,10,1050
2013,2,11,1200
2013,2,12,1560
2013,2,13,1380
2013,2,14,1220
2013,2,15,1040
2013,2,16,956
2013,2,17,760
2013,2,18,620
2013,2,19,680
2013,2,20,714
2013,2,21,560
2013,2,22,560
2013,2,23,580
2013,2,24,608
2013,2,25,573
2013,2,26,520
2013,2,27,620
2013,2,28,936
2013,3,1,903
2013,3,2,788
2013,3,3,717
2013,3,4,665
2013,3,5,629
2013,3,6,600
2013,3,7,597
2013,3,8,591
2013,3,9,615
2013,3,10,943
2013,3,11,3900
2013,3,12,11000
2013,3,13,7060
2013,3,14,3340
2013,3,15,2260
2013,3,16,1760
2013,3,17,1440
2013,3,18,1230
2013,3,19,1150
2013,3,20,1090
2013,3,21,965
2013,3,22,900
2013,3,23,871
2013,3,24,813
2013,3,25,846
2013,3,26,867
2013,3,27,1100
2013,3,28,1170
2013,3,29,1140
2013,3,30,1400
2013,3,31,1590
2013,4,1,2630
2013,4,2,2380
2013,4,3,1800
2013,4,4,1540
2013,4,5,1620
2013,4,6,1470
2013,4,7,1360
2013,4,8,1780
2013,4,9,1610
2013,4,10,5870
2013,4,11,10000
2013,4,12,6520
2013,4,13,5850
2013,4,14,3670
2013,4,15,2490
2013,4,16,2000
2013,4,17,2180
2013,4,18,1660
2013,4,19,1470
2013,4,20,1760
2013,4,21,1450
2013,4,22,1210
2013,4,23,1060
2013,4,24,976
2013,4,25,1060
2013,4,26,991
2013,4,27,886
2013,4,28,850
2013,4,29,822
2013,4,30,811
2013,5,1,762
2013,5,2,693
2013,5,3,578
2013,5,4,535
2013,5,5,498
2013,5,6,459
2013,5,7,431
2013,5,8,433
2013,5,9,544
2013,5,10,990
2013,5,11,1730
2013,5,12,1420
2013,5,13,898
2013,5,14,738
2013,5,15,660
2013,5,16,653
2013,5,17,549
2013,5,18,496
2013,5,19,461
2013,5,20,423
2013,5,21,396
2013,5,22,385
2013,5,23,395
2013,5,24,478
2013,5,25,518
2013,5,26,420
2013,5,27,359
2013,5,28,364
2013,5,29,3900
2013,5,30,1910
2013,5,31,982
2013,6,1,711
2013,6,2,690
2013,6,3,674
2013,6,4,531
2013,6,5,446
2013,6,6,515
2013,6,7,2020
2013,6,8,1410
2013,6,9,983
2013,6,10,743
2013,6,11,1340
2013,6,12,1480
2013,6,13,1730
2013,6,14,2990
2013,6,15,1410
2013,6,16,947
2013,6,17,812
2013,6,18,678
2013,6,19,576
2013,6,20,501
2013,6,21,441
2013,6,22,383
2013,6,23,350
2013,6,24,994
2013,6,25,426
2013,6,26,339
2013,6,27,324
2013,6,28,419
2013,6,29,500
2013,6,30,506
2013,7,1,450
2013,7,2,717
2013,7,3,812
2013,7,4,535
2013,7,5,424
2013,7,6,364
2013,7,7,502
2013,7,8,384
2013,7,9,330
2013,7,10,380
2013,7,11,487
2013,7,12,384
2013,7,13,330
2013,7,14,285
2013,7,15,261
2013,7,16,241
2013,7,17,227
2013,7,18,213
2013,7,19,194
2013,7,20,251
2013,7,21,241
2013,7,22,211
2013,7,23,627
2013,7,24,723
2013,7,25,398
2013,7,26,298
2013,7,27,252
2013,7,28,248
2013,7,29,435
2013,7,30,328
2013,7,31,269
2013,8,1,245
2013,8,2,229
2013,8,3,216
2013,8,4,196
2013,8,5,187
2013,8,6,179
2013,8,7,172
2013,8,8,229
2013,8,9,929
2013,8,10,784
2013,8,11,372
2013,8,12,272
2013,8,13,392
2013,8,14,464
2013,8,15,312
2013,8,16,242
2013,8,17,211
2013,8,18,190
2013,8,19,179
2013,8,20,168
2013,8,21,166
2013,8,22,161
2013,8,23,165
2013,8,24,152
2013,8,25,145
2013,8,26,140
2013,8,27,145
2013,8,28,205
2013,8,29,263
2013,8,30,246
2013,8,31,187
2013,9,1,163
2013,9,2,200
2013,9,3,206
2013,9,4,188
2013,9,5,143
2013,9,6,128
2013,9,7,124
2013,9,8,132
2013,9,9,137
2013,9,10,173
2013,9,11,214
2013,9,12,281
2013,9,13,526
2013,9,14,407
2013,9,15,296
2013,9,16,245
2013,9,17,185
2013,9,18,161
2013,9,19,145
2013,9,20,134
2013,9,21,153
2013,9,22,486
2013,9,23,377
2013,9,24,239
2013,9,25,190
2013,9,26,168
2013,9,27,155
2013,9,28,145
2013,9,29,137
2013,9,30,131
2013,10,1,126
2013,10,2,122
2013,10,3,128
2013,10,4,146
2013,10,5,159
2013,10,6,286
2013,10,7,682
2013,10,8,862
2013,10,9,583
2013,10,10,373
2013,10,11,298
2013,10,12,265
2013,10,13,255
2013,10,14,256
2013,10,15,347
2013,10,16,526
2013,10,17,583
2013,10,18,1580
2013,10,19,1290
2013,10,20,1070
2013,10,21,979
2013,10,22,825
2013,10,23,775
2013,10,24,729
2013,10,25,759
2013,10,26,715
2013,10,27,687
2013,10,28,663
2013,10,29,482
2013,10,30,434
2013,10,31,448
2013,11,1,2030
2013,11,2,2000
2013,11,3,1360
2013,11,4,1080
2013,11,5,916
2013,11,6,935
2013,11,7,3060
2013,11,8,3470
2013,11,9,2630
2013,11,10,2380
2013,11,11,2260
2013,11,12,1800
2013,11,13,1470
2013,11,14,829
2013,11,15,933
2013,11,16,794
2013,11,17,761
2013,11,18,1380
2013,11,19,1380
2013,11,20,980
2013,11,21,796
2013,11,22,765
2013,11,23,845
2013,11,24,741
2013,11,25,639
2013,11,26,608
2013,11,27,1170
2013,11,28,1590
2013,11,29,1080
2013,11,30,813
2013,12,1,921
2013,12,2,841
2013,12,3,877
2013,12,4,928
2013,12,5,1990
2013,12,6,4020
2013,12,7,2800
2013,12,8,1650
